PS2.VK87	280.3002	280.4002	280.5002	0.2000	50.0000	50.0000
PS2.QH4F	280.5002	281.2002	281.9002	1.4000	50.0000	50.0000
DRIFT_3	281.9002	281.9352	281.9702	0.0700	50.0000	50.0000
PS2.BPM87	281.9702	282.0002	282.0302	0.0600	50.0000	50.0000
DRIFT_3	282.0302	282.0652	282.1002	0.0700	50.0000	50.0000
SY2	282.1002	282.2502	282.4002	0.3000	50.0000	50.0000
DRIFT_9	282.4002	282.8002	283.2002	0.8000	50.0000	50.0000
MB	283.2002	285.0828	286.9653	3.7650	145.7000	110.9000
DRIFT_9	286.9653	287.3653	287.7653	0.8000	50.0000	50.0000
SY2	287.7653	287.9153	288.0653	0.3000	50.0000	50.0000
PS2.VK88	288.0653	288.1653	288.2653	0.2000	50.0000	50.0000
PS2.QH4F	288.2653	288.9653	289.6653	1.4000	50.0000	50.0000
DRIFT_3	289.6653	289.7003	289.7353	0.0700	50.0000	50.0000
PS2.BPM88	289.7353	289.7653	289.7953	0.0600	50.0000	50.0000
DRIFT_10	289.7953	290.1303	290.4653	0.6700	69.0000	69.0000
SX1	290.4653	290.6153	290.7653	0.3000	69.0000	69.0000
PS2.HK58	290.7653	290.8653	290.9653	0.2000	69.0000	69.0000
PS2.QH3F	290.9653	292.1653	293.3653	2.4000	69.0000	69.0000
DRIFT_3	293.3653	293.4003	293.4353	0.0700	69.0000	69.0000
PS2.BPM58	293.4353	293.4653	293.4953	0.0600	69.0000	69.0000
DRIFT_12	293.4953	294.0803	294.6653	1.1700	69.0000	69.0000
MB	294.6653	296.5478	298.4303	3.7650	145.7000	110.9000
DRIFT_16	298.4303	298.8303	299.2303	0.8000	145.7000	110.9000
MB	299.2303	301.1128	302.9953	3.7650	145.7000	110.9000
DRIFT_6	302.9953	303.5453	304.0953	1.1000	58.0000	58.0000
PS2.VK28	304.0953	304.1953	304.2953	0.2000	58.0000	58.0000
PS2.QH2F	304.2953	304.8453	305.3953	1.1000	58.0000	58.0000
DRIFT_3	305.3953	305.4303	305.4653	0.0700	58.0000	58.0000
PS2.BPM28	305.4653	305.4953	305.5253	0.0600	58.0000	58.0000
DRIFT_12	305.5253	306.1103	306.6953	1.1700	58.0000	58.0000
MB	306.6953	308.5778	310.4603	3.7650	145.7000	110.9000
DRIFT_15	310.4603	310.8603	311.2603	0.8000	145.7000	110.9000
MB	311.2603	313.1428	315.0253	3.7650	145.7000	110.9000
